"Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S2",25,0.817039473425288,3.72017665383813,6.42721051006309,-2531.2851990623,0.592277661993584,15,7737.054,"x1","p0(x10)","p3(x8)",1,1,1
"S3",25,0.840670164665019,3.5654792073466,5.5218781630002,-3500.43524314537,0.699050866863572,15,8149.187,"x1","x2","x5",1,1,1
"S4",25,0.857964526143862,3.25386675994263,5.32206260785452,-2288.35734660305,0.720437178332225,15,3388.292,"x1","exp_dbl(x13)","(x6*x8)*x6",1,1,1
"S5",25,0.838307323230182,3.52354624857151,5.771387592541,-2263.10563507231,0.671239267266439,15,3435.073,"x1","troot(x1)","troot(x9)",1,1,1
"S6",25,0.830859834342174,3.43284520139051,5.64914857334421,-2365.32064025325,0.685018207197673,15,3416.274,"x1","exp_dbl(sigmoid(x6))","x5",1,1,1
"S1",26,0.868513539331147,3.19623744422984,5.03197152154633,-2213.73647939479,0.75008299600764,15,3403.771,"x1","troot(x6)","x4",1,1,1
"S2",26,0.879323795686385,2.85584792961474,4.81203492995661,-1708.76471208441,0.771452224206429,15,7374.646,"x1","sigmoid(1+(x6+x13))","x5",1,1,1
"S3",26,0.845241734927869,3.59940470998785,5.43394278345954,-3437.68485176037,0.708559717487666,15,3369.101,"x1","x2","x5",1,1,1
"S4",26,0.85636236497464,3.21397644029708,5.21546242507013,-2439.45029610942,0.731524228827538,15,7171.706,"x1","x1*x1","x5",1,1,1
"S5",26,0.861258986618389,3.65141232855556,5.21842540225932,-3159.52137743764,0.7312190924907,15,8058.868,"x1","x4","x13*x12",1,1,1
