"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S4",12,TRUE,FALSE,FALSE,TRUE,1,0.635475343487986,-0.0935728909563669,0.0390073812743778,0.0512405167587639,-94.3406692127019,0.999911286719793,3,2861.913,"troot((x4*x6)*x4)","troot((x4*x7)*x4)","x2",0.507282136963496,0.492717874677698,0.308258236840724
"S5",12,FALSE,FALSE,FALSE,FALSE,4,0.461216420809483,0.461216420809483,0.0383291916077351,0.0589796060349386,-96.7669448270558,0.999882465498301,4,2528.424,"troot(x4*x4)","x2*x4","x4",0.999999999999452,0.967449571724189,0.105779019298139
"S6",12,FALSE,FALSE,FALSE,FALSE,4,0.586171681892373,0.586171681892373,0.0389215224748416,0.0597582269368979,-96.7669448270558,0.999879341744393,4,2119.118,"troot(x4*x4)","x4*x2","x4",1,0.978095797934966,0.108270901895294
"S1",13,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0441571072301543,0.0768951190757475,-94.3406692127019,0.99980021669955,2,2693.567,"troot((x4*x7)*x4)","x4",NA,1,0.16124411167642,NA
"S2",13,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389875944477574,0.0612978839942315,-96.7669448270558,0.999873044183863,2,2751.029,"x4*x2","troot(x4*x4)",NA,0.999999999985121,0.999999950494344,NA
"S3",13,FALSE,FALSE,FALSE,FALSE,4,0.279984609013674,0.279984609013674,0.0383750961492144,0.0543173665090322,-101.896843541979,0.99990031288045,4,2588.556,"troot(x4)*troot(x4)","x2*x4","x2",1,0.956470211669473,0.169406900908015
"S4",13,FALSE,FALSE,FALSE,FALSE,3,0.404503775670354,0.404503775670354,0.0389436532096298,0.0607471908817075,-96.7669448270558,0.999875315050024,3,2948.033,"troot(x4*x4)","x4*x2","x10",1,1,0.186325890630376
"S5",13,FALSE,FALSE,FALSE,FALSE,4,0.727768675992953,0.727768675992953,0.0520114821255392,0.145852547467828,-102.146901329513,0.999281230444393,4,2588.183,"x4","x4*p0(x4)","x7*x4",0.99999999999787,0.999687374617296,0.999687374617259
"S6",13,FALSE,FALSE,FALSE,TRUE,2,0.63309510938467,0.449643203366842,0.0465807046145809,0.0823340186157466,-94.3406692127019,0.999770955291781,3,1891.246,"troot((x4*x4)*x7)","x2","x4",1,0.256002017223996,0.156626956015808
"S1",14,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0388779655390149,0.0593084424265891,-96.7669448270558,0.999881151235013,2,2586.222,"troot(x4*x4)","x2*x4",NA,1,0.971852465252684,NA
