"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S6",13,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.161137279097676,0.254987489534419,-28.2364995747419,0.997803155171405,2,2626.596,"x4","x9*troot(x4)",NA,0.999999999999999,0.999433254749202,NA
"S1",14,FALSE,FALSE,FALSE,FALSE,1,0.999999312170039,0.999999312170039,0.129550222647118,0.652992458346272,-26.7809518466237,0.985592853683373,1,2523.882,"troot(x4*x4)",NA,NA,0.94142965984667,NA,NA
"S2",14,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0942296940423221,0.402016258685973,-24.0166299391974,0.994539293046077,1,2541.352,"troot(x4*x4)*x9",NA,NA,1,NA,NA
"S3",14,FALSE,TRUE,FALSE,FALSE,1,0.999999695829097,0.99999974420151,0.0273451383200931,0.13598996378692,-22.889285690445,0.999375150607206,2,2545.616,"troot((x4*x4)*x9)","troot(x4*x4)*x9",NA,0.754261221308104,0.245738778692242,NA
"S4",14,FALSE,FALSE,FALSE,FALSE,3,0.988045457953733,0.988045457953733,0.110541712467751,0.175210759574659,-28.2364995747419,0.998962750627821,3,2479.77,"x4","x9*troot(x4)","x9*(troot(x4)*troot(x4))",0.713533225687018,0.711696401441989,0.288303706689322
"S5",14,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0642947374732356,0.317643284713421,-29.1465286541205,0.996590890172836,1,2522.275,"(troot(x4)*troot(x4))*x9",NA,NA,0.940334210790468,NA,NA
"S6","Mo2",FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0643526131429607,0.317932687543824,-24.0166299391974,0.996584675305241,1,2469.916,"troot(x4*x4)*x9","NA","NA",0.940663941792969,"NA","NA"
"S1",15,FALSE,FALSE,FALSE,FALSE,3,0.988045457953733,0.988045457953733,0.11067261652586,0.175337878535225,-28.2364995747419,0.99896124499091,3,2556.877,"x9*troot(x4)","x4","x9*(troot(x4)*troot(x4))",0.713006193591101,0.713006086460986,0.286993913539014
"S2",15,FALSE,TRUE,FALSE,FALSE,0,0.999999647456683,NA,0.060857672742457,0.303916304199419,-22.889285690445,0.996879173432357,1,2518.905,"troot(x9*(x4*x4))",NA,NA,1,NA,NA
"S3",15,FALSE,FALSE,FALSE,FALSE,2,0.686399262445923,0.686399262445923,0.0416707348381894,0.17854362970858,-26.5564221230126,0.998922914064534,2,2517.606,"troot(x4*x4)","x3*x4",NA,0.999999998567381,0.521134367644819,NA
"S4",15,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764771110164822,0.37952703266927,-24.0166299391974,0.995133160034381,1,2547.64,"troot(x4*x4)*x9",NA,NA,0.999980545717843,NA,NA
"S5",15,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0643617467198034,0.318306804899637,-24.0166299391974,0.996576632822918,1,2466.366,"troot(x4*x4)*x9",NA,NA,0.941078867681884,NA,NA
"S6","Mo1",FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764963888762242,0.379559098065086,-29.1465286541205,0.995132337622648,1,2462.535,"(troot(x4)*troot(x4))*x9","NA","NA",1,"NA","NA"
"S1","Mo1",FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764925191986113,0.379556098747415,-24.0166299391974,0.995132414551949,1,2718.492,"troot(x4*x4)*x9","NA","NA",1,"NA","NA"
"S2",16,FALSE,TRUE,FALSE,FALSE,0,0.999999647456683,NA,0.0600961003431532,0.298280352594255,-22.889285690445,0.996993848031645,1,2586.518,"troot(x9*(x4*x4))",NA,NA,0.984061820935379,NA,NA
"S3",16,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0765127830071679,0.379562576268684,-29.1465286541205,0.995132248409671,1,2403.11,"x9*(troot(x4)*troot(x4))",NA,NA,1,NA,NA
"S4",16,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0643607804717451,0.31830265779694,-24.0166299391974,0.996576722025929,1,2445.051,"x9*troot(x4*x4)",NA,NA,0.941075668781396,NA,NA
"S5",16,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0629424241001078,0.309488032459249,-24.0166299391974,0.996763695657971,1,2599.258,"x9*troot(x4*x4)",NA,NA,0.931889976991751,NA,NA
"S6",16,FALSE,FALSE,FALSE,FALSE,2,0.994001745179826,0.994001745179826,0.0601993325319735,0.104707007501727,-26.996322246006,0.999629564046606,2,2503.795,"(x9*x4)*pm05(x4)","x4",NA,0.999999874814843,0.999783140295329,NA
"S1",17,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.161929561013902,0.260110784218927,-28.2364995747419,0.997713988805471,2,2522.031,"x4","troot(x4)*x9",NA,0.976199637762773,0.937991484990581,NA
"S2",17,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.124160446782356,0.650803893757942,-26.7809518466237,0.985689265610844,2,2621.026,"troot(x4*x4)","x4",NA,0.999652418003912,0.143553866727855,NA
"S3",17,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764964175804276,0.379565445248545,-24.0166299391974,0.995132174822153,1,2455.542,"troot(x4*x4)*x9",NA,NA,1,NA,NA
