"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","Count_P","Time","FirstFeature","SecondFeature","ThirdFeature"
"P3",28,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.1464098604242,2,601.300000000003,"troot(x4*x4)","x4","NA"
"P3",29,FALSE,FALSE,FALSE,FALSE,4,0.800487238862781,0.800487238862781,0.0966073480667671,4,581.239999999998,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P3",30,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.142648428166055,2,624.269999999997,"troot(x4*x4)","x4","NA"
"P4","Mod",FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0892989023456398,2,625.889999999999,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P4","Mod",TRUE,FALSE,FALSE,FALSE,2,0.99761953662003,0.996429304930045,0.100676758065214,3,706.889999999999,"troot(x4*x4)","troot(x6*x4)*troot(x4)","x4"
"P4","Mod",FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14719876909239,2,661.16,"troot(x4*x4)","x4","NA"
"P4",4,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.149369264252502,2,664.279999999999,"troot(x4*x4)","x4","NA"
"P4","Mod",FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0444987016350696,1,661.119999999999,"troot(x4*(x4*x7))","NA","NA"
"P4",6,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0750670467132303,1,681.400000000001,"(troot(x4)*troot(x4))*x9","NA","NA"
"P4",7,FALSE,FALSE,TRUE,FALSE,2,0.997619467185909,0.996429304930045,0.102313146648011,3,672.200000000004,"troot(x4*x4)","troot((x9*x4)*(x9*x4))","x4"
"P4",8,FALSE,FALSE,FALSE,FALSE,3,0.989338843289711,0.989338843289711,0.129530713562159,3,655.599999999999,"troot(x4)*troot(x4)","x4","x4*x4"
"P4","Mod",FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.142045463745843,2,631.200000000001,"troot(x4*x4)","x4","NA"
"P4",10,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.047974600706433,2,641.949999999997,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P4",11,FALSE,FALSE,FALSE,FALSE,8,0.488664129279084,0.488664129279084,0.0994966064886362,8,681.689999999995,"x4","x4*x4","p3(x4*x7)"
"P4",12,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0765002159468275,3,676.739999999998,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P4",13,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0594988253178439,2,646.440000000002,"x9*troot(x4*x4)","troot(x4*x4)","NA"
